time_sec,chord_symbol,confidence
95.503673,F,0.128349
95.515283,E,0.151701
95.817143,B,0.121846
95.828753,D#m,0.123685
95.851973,Dm,0.133246
96.142222,C#,0.099588
96.153832,Fm,0.100453
96.177052,F,0.100101
96.200272,A,0.100684
96.211882,F,0.101952
96.223492,A,0.104246
96.595011,Dm,0.127605
96.606621,Am,0.131245
96.641451,Dm,0.144500
96.653061,Am,0.144575
96.664671,A,0.151193
96.676281,Am,0.155549
96.687891,A,0.156876
96.711111,Am,0.124370
96.722721,A#,0.117356
96.745941,Em,0.117800
96.815601,E,0.155817
96.885261,Em,0.178168
97.140680,E,0.167511
97.163900,Em,0.160112
97.198730,E,0.160498
97.221950,Em,0.142907
97.256780,Bm,0.127218
97.291610,B,0.127923
97.326440,Em,0.119292
97.349660,Bm,0.121053
97.372880,B,0.127520
97.396100,Bm,0.143825
97.419320,B,0.157055
97.430930,Bm,0.161787
97.488980,B,0.184204
97.500590,Bm,0.186331
97.523810,E,0.186723
97.535420,Em,0.191759
97.686349,Bm,0.177878
97.848889,G,0.129854
97.918549,Em,0.142167
97.953379,G,0.143108
98.034649,Gm,0.109243
98.046259,D,0.100668
98.115918,F#m,0.109216
98.197188,D#m,0.094941
98.208798,Am,0.094482
98.266848,C,0.095491
98.290068,E,0.098452
98.835737,Em,0.133209
98.847347,E,0.129621
99.172426,C#m,0.108860
99.230476,A,0.109282
99.346576,Am,0.127742
99.358186,E,0.131303
99.648435,A#,0.096297
99.660045,E,0.096374
99.729705,A#,0.095336
99.741315,Dm,0.097083
99.752925,A#,0.097851
99.764535,Dm,0.098635
99.822585,D,0.105712
100.321814,Dm,0.182184
100.588844,C#m,0.103777
100.681723,Fm,0.095895
100.739773,C#,0.107277
100.786213,Fm,0.102141
101.018413,Cm,0.115419
101.064853,C,0.129792
101.598912,Cm,0.192999
101.656961,C,0.210666
101.819501,Cm,0.131706
101.854331,G,0.108510
101.877551,D,0.121880
102.353560,Gm,0.201770
102.365170,D,0.204730
102.736689,Dm,0.121210
102.759909,Gm,0.105126
102.887619,C#m,0.096722
103.177868,Em,0.137516
103.282358,C,0.151089
103.363628,Am,0.148236
103.479728,A,0.185803
103.526168,Am,0.162826
103.537778,Em,0.177263
103.711927,E,0.163787
103.735147,Am,0.174378
103.839637,A,0.196768
104.083447,Dm,0.102633
104.106667,Gm,0.106305
104.129887,D,0.117822
104.153107,Gm,0.131385
104.164717,D,0.137771
104.199546,Dm,0.150688
104.211156,A#,0.156651
104.245986,Gm,0.162602
104.257596,G,0.167030
104.338866,Bm,0.175512
104.396916,D,0.150048
104.408526,G,0.143712
104.420136,Bm,0.144387
104.431746,G,0.142823
104.443356,D,0.141743
104.454966,Dm,0.145355
104.513016,D,0.155945
104.559456,Dm,0.167876
104.605896,D,0.177766
104.826485,Dm,0.153678
105.221224,C#m,0.099126
105.337324,E,0.110282
105.360544,C#m,0.112620
105.395374,E,0.115721
105.406984,C#m,0.112053
105.418594,A,0.111564
105.732063,Am,0.156277
105.941043,F,0.133832
105.964263,Am,0.131332
106.115193,D#,0.123783
106.150023,D,0.129004
106.242902,Bm,0.133260
106.324172,Em,0.119211
106.359002,E,0.135427
106.370612,Em,0.143394
106.393832,B,0.147853
106.440272,Em,0.159674
106.626032,Bm,0.193981
106.684082,G,0.206587
106.707302,E,0.184050
106.730522,Bm,0.165306
107.055601,G#m,0.138243
107.090431,G,0.145479
107.102041,Bm,0.133607
107.113651,E,0.128531
107.311020,G,0.107679
107.403900,E,0.096622
107.415510,G#m,0.096338
107.450340,C#m,0.099742
107.578050,C,0.113458
107.810249,Fm,0.147135
107.833469,Am,0.146752
107.914739,F,0.131669
107.926349,Fm,0.126983
107.961179,C,0.120958
107.972789,Am,0.118660
108.030839,Fm,0.111521
108.077279,C,0.109151
108.158549,Cm,0.107925
108.193379,C,0.101709
108.216599,Fm,0.103490
108.263039,F,0.115734
108.286259,Am,0.118639
108.355918,F,0.132743
108.379138,Am,0.135132
108.402358,C,0.142124
108.506848,Fm,0.115862
108.657778,C#,0.103458
108.692608,E,0.096266
108.704218,Em,0.098721
108.866757,B,0.123875
108.982857,Em,0.139922
109.017687,B,0.149613
109.087347,Bm,0.161366
109.284717,G#m,0.108390
109.342766,D,0.104177
109.400816,Dm,0.111130
109.435646,E,0.107690
109.458866,Dm,0.107785
109.482086,F,0.108038
109.505306,E,0.106335
109.807166,C#m,0.113055
109.818776,C,0.113807
109.853605,Fm,0.114932
110.027755,C,0.127142
110.306395,F,0.126602
110.318005,C,0.125269
110.364444,Cm,0.122868
110.422494,C,0.130450
110.619864,Cm,0.126082
110.631474,C,0.124598
110.677914,Am,0.119139
110.770794,C,0.135086
111.002993,Cm,0.157531
111.026213,C,0.143217
111.061043,G,0.130496
111.084263,D,0.135971
111.142313,G,0.129773
111.165533,C,0.118733
111.177143,Cm,0.121253
111.223583,C,0.155680
111.374512,Cm,0.150631
111.397732,G,0.118179
111.409342,D,0.140092
111.583492,Am,0.101911
111.595102,E,0.110534
111.664762,Am,0.105184
111.699592,E,0.112829
111.722812,Am,0.108377
111.757642,E,0.109540
111.792472,C#m,0.103782
111.815692,E,0.111119
111.885351,C#m,0.113151
112.001451,E,0.118054
112.105941,C#m,0.115187
112.256871,C,0.124702
112.396190,Em,0.117005
112.465850,C,0.111653
112.523900,Em,0.114524
112.570340,D#,0.113649
112.581950,Cm,0.110771
112.593560,Em,0.109705
112.651610,Dm,0.103762
112.663220,C,0.103223
112.686440,Em,0.104915
112.965079,C,0.131520
112.976689,Em,0.132066
112.988299,C,0.132039
112.999909,Em,0.132883
113.092789,C,0.150668
113.116009,Em,0.158091
113.510748,A,0.142923
113.522358,Em,0.149209
113.533968,A,0.145941
113.557188,Em,0.142483
113.580408,E,0.142829
113.603628,Em,0.132363
113.638458,A,0.131105
113.650068,E,0.131748
113.661678,Em,0.131151
113.673288,E,0.128389
113.684898,Em,0.126251
113.708118,A,0.129394
113.731338,C,0.129766
113.766168,Am,0.123646
113.777778,C,0.123429
113.800998,Am,0.112312
113.812608,A,0.108899
113.824218,Am,0.104610
113.847438,Em,0.110401
113.951927,E,0.121840
113.986757,A#m,0.106292
114.033197,Am,0.108456
114.056417,A,0.123476
114.068027,Am,0.123531
114.172517,A,0.105548
114.195737,C#m,0.103703
114.277007,Fm,0.105768
114.439546,C,0.116683
115.170975,Am,0.119989
115.205805,C,0.123092
115.229025,Am,0.126416
115.275465,Cm,0.118208
115.287075,Am,0.120458
115.333515,F,0.105227
115.345125,D,0.108257
116.215873,Dm,0.134688
116.262313,Gm,0.124566
116.680272,Em,0.109077
116.726712,C,0.114663
116.807982,Em,0.111989
116.889252,D,0.109303
116.982132,E,0.100603
117.005351,Gm,0.104777
117.144671,F#m,0.098946
117.307211,D,0.122032
117.492971,Em,0.095369
117.713560,D#,0.105805
117.760000,Em,0.108902
118.073469,Gm,0.134072
118.131519,G,0.143402
118.154739,Gm,0.143994
118.201179,G,0.139037
118.700408,D#,0.144374
118.712018,Em,0.147968
118.816508,D#,0.172654
118.839728,Em,0.175235
118.955828,D#,0.167698
118.979048,Em,0.174547
119.095147,D#,0.162561
119.118367,Em,0.157188
119.489887,D#,0.107899
119.536327,A,0.133021
119.571156,Am,0.145713
119.582766,A,0.126001
119.594376,Gm,0.110937
119.617596,E,0.124003
119.629206,Em,0.152007
119.640816,Bm,0.170028
119.664036,Em,0.171974
119.675646,B,0.170834
119.687256,Em,0.180593
119.768526,B,0.159877
119.780136,Em,0.142933
119.814966,Am,0.118522
119.896236,A,0.158952
119.919456,Am,0.146464
119.942676,E,0.116985
119.965896,A,0.133339
119.989116,Am,0.135660
120.012336,D#,0.124386
120.035556,F,0.110832
120.070385,A,0.118111
120.093605,Am,0.103393
120.128435,A,0.116663
120.163265,D#,0.103836
120.174875,Em,0.109443
120.232925,G,0.105774
120.244535,Gm,0.106175
120.267755,F#m,0.100761
120.279365,D#,0.097767
120.290975,Gm,0.099454
120.314195,C,0.108182
120.325805,Gm,0.101994
120.337415,Em,0.100908
120.407075,D#,0.104022
120.418685,Em,0.097568
120.430295,Gm,0.098887
120.465125,G,0.100610
120.476735,Em,0.109137
120.511565,Gm,0.104008
120.534785,C,0.107750
120.546395,Gm,0.112156
120.558005,D#,0.114818
120.569615,Em,0.100034
120.604444,D#,0.110527
120.616054,Em,0.113324
120.639274,Gm,0.144226
120.650884,G,0.167466
120.674104,Gm,0.178537
120.685714,G,0.181157
120.697324,Gm,0.180552
120.708934,G,0.170095
120.732154,Em,0.159749
120.755374,G,0.151283
120.766984,Gm,0.143187
120.790204,Em,0.115309
120.964354,Gm,0.111740
120.987574,Em,0.110163
120.999184,G,0.109894
121.010794,Em,0.103828
121.022404,D#m,0.106354
121.034014,F#,0.117693
121.045624,F#m,0.136926
121.057234,F#,0.151615
121.068844,F#m,0.167714
121.080454,F#,0.179195
121.092063,F#m,0.189704
121.115283,F#,0.189849
121.138503,D,0.202520
121.150113,F#,0.207671
121.173333,F#m,0.206357
121.184943,B,0.194662
121.196553,F#,0.190998
121.208163,F#m,0.192672
121.231383,F#,0.193336
121.301043,F#m,0.175021
121.312653,F#,0.162111
121.335873,C,0.131641
121.347483,Gm,0.159547
121.359093,G,0.187621
121.382313,Gm,0.197599
121.463583,G,0.200946
121.510023,Gm,0.186185
121.533243,F#,0.142829
121.568073,F#m,0.202086
121.579683,F#,0.205284
121.602902,F#m,0.203980
121.660952,F#,0.140919
121.672562,B,0.126301
121.707392,C,0.094356
121.719002,C#m,0.094116
121.742222,Cm,0.102933
121.753832,Bm,0.111822
121.777052,D,0.138939
121.835102,G,0.203798
121.858322,D,0.208878
121.869932,Gm,0.216935
121.893152,G,0.219240
121.927982,D,0.218613
121.951202,G,0.202448
121.986032,Bm,0.166479
122.020862,G,0.127888
122.090522,Bm,0.097228
122.102132,Gm,0.108359
122.113741,F#m,0.097154
122.125351,D,0.107858
122.171791,Gm,0.118315
122.183401,D,0.136553
122.195011,Dm,0.152436
122.206621,D,0.165675
122.287891,G,0.190839
122.299501,Gm,0.182865
122.322721,Dm,0.173334
122.334331,D,0.179384
122.357551,Dm,0.168444
122.369161,D,0.175863
122.380771,Dm,0.172686
122.392381,D,0.177019
122.427211,G,0.160436
122.438821,D,0.160356
122.462041,Gm,0.147576
122.473651,D,0.149707
122.496871,Gm,0.139899
122.508481,Dm,0.130548
122.520091,Gm,0.121669
122.531701,G,0.116194
122.554921,Gm,0.106040
122.566531,D,0.111129
122.589751,G#m,0.103299
122.601361,D#,0.104882
122.624580,Gm,0.103482
122.636190,Dm,0.103469
122.659410,D,0.101458
122.671020,Fm,0.098811
122.694240,D,0.098673
122.717460,Gm,0.096734
122.729070,Fm,0.094245
122.740680,F,0.099465
122.752290,G#m,0.098316
122.763900,F#m,0.094172
122.775510,Gm,0.103470
122.787120,E,0.106768
122.798730,F,0.100885
122.810340,E,0.094478
122.821950,Am,0.102779
122.833560,E,0.106683
122.856780,A,0.125781
122.868390,E,0.137448
122.926440,Am,0.197739
122.949660,E,0.203765
123.112200,Am,0.158955
123.193469,C,0.143754
125.631565,Bm,0.119526
126.130794,B,0.177455
126.746122,Bm,0.151846
126.757732,B,0.134964
126.815782,Bm,0.149804
126.850612,B,0.113552
126.908662,Em,0.107054
126.943492,Fm,0.116060
126.955102,C,0.106004
126.989932,C#m,0.120761
127.024762,F#m,0.181500
127.152472,Bm,0.167324
127.245351,D,0.234922
127.256961,Bm,0.229639
127.268571,D,0.227124
127.280181,Bm,0.224066
127.291791,D,0.221559
127.373061,Bm,0.181403
127.407891,D,0.166914
127.442721,Bm,0.149510
127.465941,D,0.140564
127.500771,G,0.123899
127.605261,Dm,0.104793
127.628481,G,0.101588
127.709751,Fm,0.094207
127.825850,C,0.108496
127.849070,Fm,0.114170
127.907120,C,0.117561
127.965170,Fm,0.123076
128.023220,C,0.133860
128.290249,Am,0.142967
128.441179,C,0.162055
128.452789,Am,0.164623
128.592109,C,0.182245
128.766259,Cm,0.168361
128.835918,G,0.133496
128.998458,D,0.171437
129.718277,Gm,0.110898
129.776327,G,0.102540
129.845986,Bm,0.104486
129.857596,Gm,0.103807
130.031746,C#m,0.095959
130.113016,E,0.103227
130.275556,Em,0.143961
131.088254,A,0.126584
131.239184,Dm,0.120179
131.274014,D,0.124390
132.202812,Dm,0.100493
132.272472,C#m,0.099114
132.284082,Dm,0.099539
132.504671,A,0.141228
132.562721,Am,0.155425
132.783311,Dm,0.164633
132.794921,D,0.178229
132.876190,Dm,0.182318
132.887800,A,0.182838
132.934240,Am,0.203440
133.247710,D,0.166673
133.294150,Am,0.143366
133.305760,D,0.137836
133.340590,Am,0.120007
133.375420,E,0.129884
133.607619,Bm,0.188320
133.758549,Em,0.202520
133.874649,B,0.187551
133.909478,G,0.182844
134.095238,Em,0.151875
134.280998,E,0.119287
134.304218,Em,0.113956
134.339048,G,0.112785
134.385488,Em,0.112585
134.443537,E,0.102644
134.594467,Em,0.115756
134.617687,E,0.115189
134.640907,Em,0.124017
134.896327,A,0.149943
134.942766,Am,0.152614
134.965986,A,0.153733
135.000816,E,0.142079
135.058866,Em,0.144849
135.105306,E,0.137818
135.244626,Am,0.131753
135.372336,E,0.145591
135.418776,Em,0.149851
135.581315,E,0.105421
135.639365,Dm,0.104052
135.732245,A#,0.112170
135.755465,G,0.105624
135.790295,Bm,0.114067
135.941224,D,0.124776
136.347574,Dm,0.144635
136.428844,D,0.139569
136.475283,Dm,0.135213
136.835193,Fm,0.105614
136.858413,G#,0.113897
136.881633,C,0.125899
137.276372,Cm,0.159161
137.299592,C,0.148664
137.311202,Am,0.159000
137.322812,C,0.163530
137.346032,Am,0.165403
137.380862,C,0.171055
137.404082,Am,0.175249
137.438912,C,0.186188
137.496961,Am,0.184046
137.508571,C,0.189336
137.636281,Cm,0.177513
137.647891,C,0.176993
137.729161,Cm,0.157758
137.740771,C,0.153011
137.810431,Am,0.118209
137.845261,D,0.102608
138.750839,Dm,0.105334
138.762449,Gm,0.107372
138.936599,A#,0.096284
138.948209,Gm,0.094602
138.959819,E,0.096731
139.250068,Em,0.157779
139.389388,A,0.175977
139.400998,Em,0.178993
139.459048,E,0.179488
139.470658,Em,0.185241
139.807347,A,0.181157
139.842177,Em,0.185743
139.865397,E,0.181402
139.911837,Em,0.192795
140.074376,A,0.112453
140.109206,Dm,0.114299
140.120816,D,0.114812
140.132426,Dm,0.117598
140.144036,D,0.122546
140.178866,Dm,0.125685
140.225306,D,0.137371
141.130884,Gm,0.119515
141.223764,C#m,0.099536
141.246984,E,0.105644
141.281814,C#m,0.103356
141.293424,E,0.096447
141.305034,D#,0.099175
141.316644,G#m,0.098229
141.328254,A,0.100993
141.363084,Dm,0.112766
141.397914,A,0.122198
141.630113,Am,0.168570
141.641723,A,0.174726
142.036463,Am,0.224717
142.326712,F,0.122970
142.338322,F#m,0.122081
142.396372,D,0.129011
142.419592,F#m,0.127073
142.466032,E,0.122258
142.489252,Bm,0.126589
142.709841,G,0.171116
143.476100,C,0.095686
143.568980,Cm,0.111989
143.592200,C,0.121231
143.638639,Fm,0.131657
143.661859,C,0.137645
143.975329,Am,0.129601
144.010159,Fm,0.125077
144.033379,Am,0.126531
144.044989,C,0.128046
144.184308,Am,0.119789
144.335238,C,0.111083
144.602268,Fm,0.096914
144.625488,E,0.097176
144.648707,Am,0.106371
144.660317,E,0.110173
144.997007,B,0.128942
145.182766,G,0.174852
145.205986,Em,0.189181
145.217596,G,0.186084
145.229206,Em,0.184806
145.264036,G,0.184734
145.275646,Em,0.187682
145.310476,B,0.175839
145.345306,Bm,0.167741
145.565896,B,0.175148
145.589116,Em,0.165190
145.681995,B,0.159094
145.693605,Em,0.162877
145.716825,E,0.178342
145.786485,Em,0.159440
145.821315,E,0.165695
145.867755,Em,0.137840
146.065125,B,0.140883
146.088345,Em,0.144698
146.216054,E,0.213581
146.448254,Em,0.197460
146.506304,E,0.203706
146.587574,Em,0.226106
146.599184,E,0.227117
146.819773,Em,0.191016
146.854603,E,0.169638
147.028753,Em,0.144593
147.040363,F,0.126495
147.063583,B,0.135267
147.179683,F#,0.172861
147.249342,B,0.152584
147.423492,F#,0.156516
147.446712,B,0.157440
147.481542,F#,0.161568
147.493152,B,0.160867
147.504762,F#,0.163026
147.632472,Bm,0.142647
147.644082,F#m,0.142022
147.667302,Bm,0.139550
147.702132,F#m,0.132408
147.725351,Bm,0.125306
147.748571,Em,0.114289
147.771791,E,0.111038
147.853061,Em,0.106422
147.887891,G,0.107986
147.980771,C,0.097594
147.992381,G,0.099090
148.050431,C,0.101592
148.921179,Cm,0.150598
148.932789,C,0.155550
148.967619,Cm,0.147430
149.095329,G#,0.109672
149.106939,F,0.109879
149.199819,Am,0.119633
149.211429,D,0.121340
149.513288,G,0.157739
149.524898,Bm,0.171025
149.548118,G,0.191441
149.559728,Bm,0.194548
149.582948,G,0.193249
149.757098,Bm,0.168418
149.768707,D,0.167278
150.035737,Dm,0.132421
150.337596,A,0.110347
150.372426,E,0.112363
150.523356,Em,0.141966
150.569796,E,0.144138
150.616236,A,0.153926
150.767166,E,0.173245
150.790385,Em,0.195594
150.976145,A,0.172649
151.069025,E,0.161482
151.080635,Am,0.160664
151.092245,A,0.172729
151.370884,Dm,0.134474
151.452154,A#,0.148988
151.475374,Dm,0.135382
151.486984,Bm,0.146894
151.626304,D,0.148745
152.102313,Dm,0.151715
152.113923,G,0.154217
152.125533,D,0.158978
152.392562,Dm,0.111785
152.508662,Fm,0.105662
152.531882,E,0.105934
152.624762,Dm,0.112817
152.647982,Am,0.113056
152.740862,Dm,0.132288
152.845351,A,0.156474
152.961451,Dm,0.163333
152.984671,D,0.165595
153.170431,Am,0.181168
153.193651,F#m,0.174953
153.216871,Am,0.172413
153.646440,F,0.123420
153.669660,E,0.123162
153.820590,Em,0.183630
153.925079,E,0.223817
153.948299,Em,0.204592
154.006349,E,0.168243
154.017959,Em,0.164799
154.099229,G,0.162543
154.134059,Bm,0.204193
154.157279,B,0.219257
154.215329,Bm,0.210070
154.226939,B,0.210461
154.261769,Bm,0.193574
154.273379,G,0.181910
154.389478,Bm,0.133292
154.401088,Em,0.127316
154.528798,G,0.115610
154.668118,E,0.101726
155.167347,A,0.142626
155.190567,Em,0.132549
155.202177,E,0.128997
155.237007,Em,0.128476
155.457596,E,0.115069
155.515646,Em,0.127623
155.620136,E,0.151321
155.817506,C#m,0.103916
155.852336,Dm,0.096755
155.887166,D,0.102028
155.968435,Dm,0.117308
156.014875,Gm,0.123000
156.142585,D,0.138755
156.165805,Dm,0.142716
156.177415,D,0.145105
156.815964,Dm,0.139445
156.885624,G,0.110461
156.920454,Gm,0.101078
156.966893,G,0.092644
157.036553,C,0.096908
157.094603,Fm,0.110970
157.117823,C,0.113684
157.152653,Fm,0.116180
157.175873,G#,0.124672
157.199093,Fm,0.119082
157.210703,Am,0.123660
157.303583,C,0.133996
158.035011,Am,0.142189
158.069841,Fm,0.135495
158.081451,Am,0.132036
158.093061,F,0.137951
158.127891,Am,0.133700
158.209161,Gm,0.111728
158.232381,G,0.118714
158.336871,Bm,0.148085
158.371701,D,0.148540
159.033469,A#,0.128171
159.045079,Gm,0.131051
159.184399,A#,0.107921
159.219229,Dm,0.099315
159.312109,E,0.103045
159.602358,A,0.142859
159.764898,E,0.172082
159.776508,Em,0.178843
159.962268,E,0.190740
159.997098,A,0.181461
160.078367,E,0.192299
160.113197,A,0.178761
160.148027,Em,0.179400
160.171247,A,0.181029
160.217687,Em,0.165556
160.229297,A,0.171084
160.449887,Dm,0.135489
160.473107,A#,0.141950
160.496327,Bm,0.135528
160.635646,D,0.166411
161.390295,Dm,0.129551
161.541224,A,0.111586
161.576054,Dm,0.114909
161.587664,A,0.116093
161.761814,Dm,0.139831
161.773424,A,0.139250
162.342313,Dm,0.203014
162.353923,Am,0.194590
162.377143,D,0.192268
162.470023,Am,0.181710
162.481633,D,0.179522
162.493243,F#m,0.174872
162.504853,Am,0.164356
162.516463,F,0.161697
162.528073,Am,0.166767
162.586122,F,0.126392
162.609342,F#m,0.122349
162.620952,Am,0.129324
162.690612,E,0.122734
162.713832,G#m,0.137484
162.725442,E,0.136904
162.795102,Em,0.144817
162.806712,E,0.145778
162.876372,Em,0.164798
162.946032,E,0.168674
163.015692,Em,0.175551
163.027302,Bm,0.175125
163.062132,Em,0.174467
163.096961,E,0.179133
163.120181,Bm,0.186427
163.166621,Em,0.181721
163.259501,Bm,0.165262
163.305941,E,0.150004
163.340771,G#m,0.151248
163.375601,G,0.148826
163.387211,Bm,0.146952
163.503311,G,0.119985
163.689070,Gm,0.102040
163.816780,C,0.114613
164.861678,Fm,0.110322
164.896508,E,0.113915
164.919728,Em,0.107700
164.966168,E,0.116009
164.977778,Em,0.114113
165.035828,Bm,0.114429
165.302857,B,0.154588
165.326077,Bm,0.163789
165.894966,E,0.113598
166.150385,Fm,0.110533
166.161995,C,0.114414
167.090794,Am,0.112748
167.102404,D,0.118194
167.613243,Dm,0.187193
167.648073,D,0.182878
167.926712,Dm,0.136508
167.973152,D,0.125956
167.984762,Dm,0.124028
168.007982,Gm,0.117024
168.286621,E,0.097254
168.507211,Em,0.145124
168.518821,E,0.150204
168.553651,Em,0.154133
169.319909,E,0.161635
169.343129,A,0.150649
169.494059,Em,0.165004
169.528889,A,0.166290
169.563719,Em,0.169466
169.784308,E,0.201607
169.819138,Em,0.207009
169.888798,E,0.187932
169.900408,Em,0.189647
169.946848,E,0.206397
170.062948,Em,0.183417
170.086168,E,0.160336
170.109388,A,0.162669
170.213878,Am,0.154749
170.260317,E,0.140342
170.283537,Em,0.138057
170.550567,C,0.109100
171.595465,Am,0.106336
171.618685,D,0.117783
171.862494,Dm,0.169866
171.874104,D,0.171630
